City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
high level,58.52,-117.14,73.4,69.0,75.0,3.1,CA,08-18-2020
flin flon,54.77,-101.86,64.02200000000003,71.0,0.0,3.12,CA,08-18-2020
the valley,18.22,-63.06,84.2,74.0,40.0,6.2,AI,08-18-2020
mataura,-46.19,168.86,51.36800000000009,54.0,100.0,1.47,NZ,08-18-2020
lebu,-37.62,-73.65,49.064000000000036,86.0,100.0,2.4,CL,08-18-2020
hermanus,-34.42,19.23,48.00200000000008,82.0,76.0,2.68,ZA,08-18-2020
jamestown,42.1,-79.24,64.4,88.0,75.0,3.6,US,08-18-2020
new norfolk,-42.78,147.06,51.008,89.0,98.0,1.7,AU,08-18-2020
yellowknife,62.46,-114.35,66.99199999999999,59.0,75.0,2.1,CA,08-18-2020
tasiilaq,65.61,-37.64,44.6,93.0,0.0,1.5,GL,08-18-2020
mayumba,-3.43,10.66,74.174,93.0,67.0,3.55,GA,08-18-2020
burns lake,54.23,-125.75,72.5,45.0,44.0,2.54,CA,08-18-2020
coihaique,-45.58,-72.07,35.6,74.0,31.0,2.1,CL,08-18-2020
grandville,42.91,-85.76,71.00600000000003,70.0,27.0,0.45,US,08-18-2020
saint-francois,46.42,3.91,62.6,77.0,38.0,1.05,FR,08-18-2020
bredasdorp,-34.53,20.04,44.6,87.0,90.0,6.2,ZA,08-18-2020
mukhen,48.1,136.1,69.98000000000005,67.0,100.0,3.42,RU,08-18-2020
dikson,73.51,80.55,49.80200000000008,94.0,26.0,4.83,RU,08-18-2020
buala,-8.14,159.59,85.49600000000005,65.0,71.0,0.51,SB,08-18-2020
carnarvon,-24.87,113.63,62.6,82.0,0.0,5.1,AU,08-18-2020
kapaa,22.08,-159.32,82.4,69.0,75.0,7.2,US,08-18-2020
tilichiki,60.47,166.1,59.12600000000009,42.0,0.0,5.78,RU,08-18-2020
camacha,33.08,-16.33,71.6,88.0,20.0,2.1,PT,08-18-2020
namibe,-15.2,12.15,57.63200000000002,83.0,11.0,1.26,AO,08-18-2020
sao felix do xingu,-6.64,-51.99,75.93800000000005,36.0,0.0,0.8,BR,08-18-2020
tra vinh,9.93,106.35,84.93800000000005,75.0,100.0,3.34,VN,08-18-2020
kodiak,57.79,-152.41,66.2,63.0,1.0,3.6,US,08-18-2020
ponta delgada,37.73,-25.67,73.4,94.0,75.0,10.8,PT,08-18-2020
qaanaaq,77.48,-69.36,42.69199999999999,61.0,100.0,2.86,GL,08-18-2020
brandfort,-28.7,26.46,44.6,30.0,94.0,4.6,ZA,08-18-2020
marawi,8.0,124.29,84.99199999999999,72.0,98.0,1.79,PH,08-18-2020
praia,14.92,-23.51,80.6,78.0,20.0,1.5,CV,08-18-2020
balkhash,46.84,74.98,68.0,45.0,40.0,4.0,KZ,08-18-2020
matay,28.42,30.78,72.95,79.0,0.0,5.38,EG,08-18-2020
ahuimanu,21.44,-157.84,87.8,58.0,40.0,5.1,US,08-18-2020
xining,36.62,101.77,58.766000000000005,51.0,0.0,1.05,CN,08-18-2020
touros,-5.2,-35.46,71.6,94.0,20.0,1.0,BR,08-18-2020
bulgan,48.81,103.53,57.43399999999999,67.0,0.0,1.69,MN,08-18-2020
marsh harbour,26.54,-77.06,84.48800000000004,71.0,69.0,3.01,BS,08-18-2020
lorengau,-2.02,147.27,82.72400000000002,80.0,19.0,4.49,PG,08-18-2020
bismil,37.85,40.67,73.4,77.0,0.0,2.1,TR,08-18-2020
vao,-22.67,167.48,69.31400000000004,72.0,0.0,8.09,NC,08-18-2020
narsaq,60.92,-46.05,57.2,54.0,56.0,1.0,GL,08-18-2020
mar del plata,-38.0,-57.56,50.0,65.0,0.0,2.6,AR,08-18-2020
east london,-33.02,27.91,53.74400000000007,66.0,26.0,11.82,ZA,08-18-2020
agadez,19.75,10.25,89.88800000000005,15.0,100.0,4.55,NE,08-18-2020
arraial do cabo,-22.97,-42.03,71.36600000000001,90.0,84.0,3.76,BR,08-18-2020
kayerkan,69.35,87.76,62.6,55.0,6.0,3.0,RU,08-18-2020
saint george,37.1,-113.58,109.4,5.0,1.0,2.1,US,08-18-2020
portland,45.52,-122.68,91.99400000000007,33.0,1.0,0.84,US,08-18-2020
ketchikan,55.34,-131.65,62.6,82.0,75.0,3.1,US,08-18-2020
panaba,21.28,-88.27,78.33200000000002,86.0,44.0,3.05,MX,08-18-2020
huntsville,34.73,-86.59,80.00600000000003,83.0,1.0,2.04,US,08-18-2020
tautira,-17.73,-149.15,82.4,65.0,75.0,5.1,PF,08-18-2020
nioro,13.35,-15.75,76.53200000000001,94.0,100.0,2.83,GM,08-18-2020
ancud,-41.87,-73.82,42.998000000000026,86.0,75.0,1.5,CL,08-18-2020
tual,-5.67,132.75,78.81800000000008,79.0,0.0,7.87,ID,08-18-2020
selenginsk,52.01,106.86,60.8,63.0,0.0,7.0,RU,08-18-2020
sao geraldo do araguaia,-6.4,-48.55,86.9,30.0,100.0,0.19,BR,08-18-2020
nikolskoye,59.7,30.79,51.998000000000026,93.0,47.0,1.0,RU,08-18-2020
henties bay,-22.12,14.28,50.0,85.0,0.0,3.64,NA,08-18-2020
kyaikto,17.3,97.02,77.97200000000004,87.0,100.0,2.35,MM,08-18-2020
avarua,-21.21,-159.78,71.6,73.0,96.0,4.1,CK,08-18-2020
carutapera,-1.2,-46.02,77.27000000000007,82.0,44.0,3.19,BR,08-18-2020
meulaboh,4.14,96.13,82.07600000000009,72.0,4.0,2.16,ID,08-18-2020
eagle pass,28.71,-100.5,86.0,42.0,1.0,3.1,US,08-18-2020
chuy,-33.7,-53.46,47.31800000000008,82.0,0.0,3.42,UY,08-18-2020
sayyan,15.17,44.32,65.28200000000001,56.0,65.0,1.75,YE,08-18-2020
batemans bay,-35.72,150.18,62.99600000000005,73.0,0.0,2.68,AU,08-18-2020
novokayakent,42.39,47.99,60.8,72.0,0.0,3.0,RU,08-18-2020
dabola,10.75,-11.12,72.59000000000002,92.0,77.0,1.21,GN,08-18-2020
kenai,60.55,-151.26,64.4,72.0,1.0,6.7,US,08-18-2020
nabire,-3.37,135.48,86.59400000000008,63.0,24.0,1.43,ID,08-18-2020
bathsheba,13.22,-59.52,77.0,88.0,75.0,6.2,BB,08-18-2020
huallanca,-9.9,-76.94,46.13000000000004,64.0,21.0,0.52,PE,08-18-2020
saskylakh,71.92,114.08,50.39600000000005,79.0,100.0,5.6,RU,08-18-2020
najran,17.49,44.13,82.4,28.0,89.0,1.47,SA,08-18-2020
puerto escondido,15.85,-97.07,77.0,69.0,90.0,2.1,MX,08-18-2020
puerto colombia,10.99,-74.95,75.2,94.0,75.0,1.0,CO,08-18-2020
tombouctou,20.0,-3.0,98.49199999999999,30.0,33.0,7.85,ML,08-18-2020
fuerte olimpo,-21.04,-57.87,68.54000000000002,98.0,68.0,0.49,PY,08-18-2020
hilo,19.73,-155.09,84.2,62.0,90.0,5.7,US,08-18-2020
antofagasta,-23.65,-70.4,57.2,67.0,90.0,3.1,CL,08-18-2020
cidreira,-30.18,-50.21,59.07200000000004,83.0,0.0,5.89,BR,08-18-2020
mahebourg,-20.41,57.7,71.6,78.0,40.0,6.7,MU,08-18-2020
mosquera,4.71,-74.23,55.4,93.0,40.0,1.0,CO,08-18-2020
asau,46.43,26.4,60.998000000000026,82.0,0.0,2.02,RO,08-18-2020
hede,33.77,120.25,85.51400000000004,81.0,0.0,3.64,CN,08-18-2020
evensk,61.95,159.23,59.432000000000016,43.0,38.0,1.68,RU,08-18-2020
santa vitoria do palmar,-33.52,-53.37,48.2,80.0,0.0,3.4,BR,08-18-2020
umm lajj,25.02,37.27,85.69400000000007,53.0,0.0,3.63,SA,08-18-2020
ahipara,-35.17,173.17,59.45,76.0,100.0,7.91,NZ,08-18-2020
vila franca do campo,37.72,-25.43,73.4,94.0,75.0,10.8,PT,08-18-2020
esperance,-33.87,121.9,50.0,100.0,75.0,8.7,AU,08-18-2020
butaritari,3.07,172.79,82.23800000000004,61.0,0.0,3.09,KI,08-18-2020
kununurra,-15.77,128.73,91.4,27.0,0.0,2.6,AU,08-18-2020
zheleznodorozhnyy,55.75,38.0,57.00200000000008,100.0,0.0,1.41,RU,08-18-2020
necochea,-38.55,-58.74,39.00200000000008,84.0,0.0,3.13,AR,08-18-2020
san patricio,19.22,-104.7,84.2,79.0,90.0,5.1,MX,08-18-2020
khatanga,71.97,102.5,61.03399999999999,81.0,100.0,4.57,RU,08-18-2020
at-bashi,41.17,75.81,61.88000000000004,51.0,10.0,0.53,KG,08-18-2020
provideniya,64.38,-173.3,51.8,71.0,100.0,5.0,RU,08-18-2020
delbruck,51.77,8.57,62.00600000000003,94.0,97.0,0.45,DE,08-18-2020
tabas,33.6,56.92,87.8,25.0,0.0,5.1,IR,08-18-2020
tecoanapa,16.52,-98.75,77.14400000000008,92.0,100.0,1.17,MX,08-18-2020
saldanha,-33.01,17.94,48.2,81.0,69.0,5.1,ZA,08-18-2020
kavaratti,10.57,72.64,81.68000000000004,80.0,62.0,5.63,IN,08-18-2020
vangaindrano,-23.35,47.6,64.13000000000004,95.0,14.0,1.65,MG,08-18-2020
isangel,-19.55,169.27,77.88200000000002,82.0,92.0,7.5,VU,08-18-2020
santa rosa,14.31,121.11,89.00600000000003,74.0,40.0,2.1,PH,08-18-2020
margate,51.38,1.39,66.00200000000008,87.0,4.0,7.43,GB,08-18-2020
tomatlan,19.93,-105.25,75.75800000000001,93.0,100.0,1.94,MX,08-18-2020
balagon,8.01,123.24,77.792,82.0,100.0,1.32,PH,08-18-2020
opuwo,-18.06,13.84,46.49000000000002,54.0,0.0,1.66,NA,08-18-2020
yulara,-25.24,130.99,64.4,18.0,0.0,4.6,AU,08-18-2020
roald,62.58,6.13,57.992,100.0,0.0,3.1,NO,08-18-2020
manggar,-2.88,108.27,82.72400000000002,77.0,100.0,5.86,ID,08-18-2020
mecca,21.43,39.83,89.69000000000003,26.0,19.0,2.35,SA,08-18-2020
port alfred,-33.59,26.89,50.702000000000076,67.0,45.0,14.33,ZA,08-18-2020
saint-philippe,-21.36,55.77,64.4,63.0,46.0,3.6,RE,08-18-2020
iqaluit,63.75,-68.51,42.8,87.0,40.0,3.6,CA,08-18-2020
lavrentiya,65.58,-171.0,52.39400000000008,72.0,100.0,1.1,RU,08-18-2020
tiznit,29.58,-9.5,67.316,41.0,0.0,0.33,MA,08-18-2020
geraldton,-28.77,114.6,57.2,87.0,90.0,1.5,AU,08-18-2020
tuktoyaktuk,69.45,-133.04,53.6,76.0,90.0,3.1,CA,08-18-2020
dwarka,22.24,68.97,82.76000000000008,86.0,81.0,6.8,IN,08-18-2020
maldonado,-34.67,-54.92,53.00600000000003,81.0,0.0,2.6,UY,08-18-2020
mackay,-21.15,149.2,80.00600000000003,1.0,0.0,6.2,AU,08-18-2020
atuona,-9.8,-139.03,78.85400000000006,75.0,1.0,7.71,PF,08-18-2020
cathedral city,33.78,-116.47,111.2,21.0,1.0,1.03,US,08-18-2020
del rio,29.36,-100.9,80.6,61.0,1.0,5.7,US,08-18-2020
tongzi,28.78,105.09,68.12600000000009,93.0,100.0,3.01,CN,08-18-2020
port-gentil,-0.72,8.78,75.74000000000002,84.0,95.0,5.93,GA,08-18-2020
pisco,-13.7,-76.22,62.6,82.0,17.0,3.6,PE,08-18-2020
kem,64.96,34.58,44.564000000000036,87.0,57.0,3.65,RU,08-18-2020
upernavik,72.79,-56.15,47.66000000000008,54.0,100.0,2.41,GL,08-18-2020
rio grande,-32.03,-52.1,42.998000000000026,94.0,0.0,3.57,BR,08-18-2020
hithadhoo,-0.6,73.08,83.192,77.0,39.0,4.53,MV,08-18-2020
mount isa,-20.73,139.5,91.4,11.0,0.0,5.1,AU,08-18-2020
brae,60.4,-1.35,57.2,93.0,89.0,7.2,GB,08-18-2020
maceio,-9.67,-35.74,71.6,94.0,40.0,1.5,BR,08-18-2020
beaverlodge,55.22,-119.44,82.4,34.0,20.0,3.67,CA,08-18-2020
saint-augustin,51.23,-58.65,57.02000000000006,89.0,0.0,2.55,CA,08-18-2020
port hardy,50.7,-127.42,75.2,57.0,20.0,4.6,CA,08-18-2020
cervo,43.67,-7.41,66.99199999999999,84.0,100.0,0.45,ES,08-18-2020
general pico,-35.66,-63.76,50.05400000000005,47.0,0.0,3.5,AR,08-18-2020
palmer,42.16,-72.33,69.8,83.0,75.0,2.6,US,08-18-2020
abonnema,4.71,6.79,75.68600000000006,88.0,100.0,2.09,NG,08-18-2020
codrington,-38.27,141.97,56.15600000000003,74.0,87.0,6.5,AU,08-18-2020
gizo,-8.1,156.84,80.83399999999999,83.0,100.0,7.98,SB,08-18-2020
imeni poliny osipenko,52.42,136.49,53.45600000000003,98.0,100.0,1.7,RU,08-18-2020
nyuksenitsa,60.41,44.24,42.26000000000008,88.0,36.0,2.19,RU,08-18-2020
kirakira,-10.45,161.92,83.37200000000004,77.0,100.0,2.22,SB,08-18-2020
hanover,52.37,9.73,64.4,93.0,94.0,2.6,DE,08-18-2020
jawhar,2.78,45.5,71.40200000000007,84.0,100.0,4.26,SO,08-18-2020
atamanovka,51.93,113.63,55.4,76.0,0.0,1.0,RU,08-18-2020
nouadhibou,20.93,-17.03,75.2,69.0,0.0,5.1,MR,08-18-2020
bengkulu,-3.8,102.27,81.10400000000006,78.0,95.0,2.2,ID,08-18-2020
bethel,41.37,-73.41,68.0,94.0,75.0,1.95,US,08-18-2020
vila velha,-20.33,-40.29,78.00800000000001,83.0,40.0,3.6,BR,08-18-2020
hofn,64.25,-15.21,52.34000000000002,91.0,0.0,1.56,IS,08-18-2020
orumiyeh,37.55,45.08,64.4,63.0,0.0,4.1,IR,08-18-2020
port augusta,-32.5,137.77,60.998000000000026,55.0,90.0,8.7,AU,08-18-2020
okha,53.57,142.95,60.8,71.0,100.0,2.72,RU,08-18-2020
katsuura,35.13,140.3,89.6,75.0,40.0,2.6,JP,08-18-2020
kampene,-3.6,26.67,70.75400000000005,72.0,55.0,0.86,CD,08-18-2020
fortuna,40.6,-124.16,64.99400000000007,79.0,100.0,0.89,US,08-18-2020
mezen,65.85,44.24,40.838000000000044,95.0,1.0,2.35,RU,08-18-2020
amarwara,22.3,79.17,73.32800000000006,95.0,100.0,2.91,IN,08-18-2020
westport,41.14,-73.36,71.00600000000003,98.0,82.0,3.78,US,08-18-2020
georgetown,5.41,100.34,84.2,83.0,20.0,2.1,MY,08-18-2020
buraydah,26.33,43.98,78.8,39.0,57.0,2.6,SA,08-18-2020
barrow,71.29,-156.79,51.8,76.0,1.0,9.3,US,08-18-2020
kardla,59.0,22.75,60.008,64.0,100.0,1.85,EE,08-18-2020
kaitong,44.81,123.15,78.17000000000006,64.0,59.0,4.84,CN,08-18-2020
beringovskiy,63.05,179.32,53.34800000000003,77.0,100.0,7.53,RU,08-18-2020
sambek,47.74,39.83,62.6,67.0,0.0,3.0,RU,08-18-2020
hibbing,47.43,-92.94,60.8,72.0,1.0,2.6,US,08-18-2020
portsmouth,50.8,-1.09,64.00400000000005,89.0,99.0,0.89,GB,08-18-2020
petropavlovsk-kamchatskiy,53.05,158.65,64.4,77.0,75.0,3.0,RU,08-18-2020
bambous virieux,-20.34,57.76,71.6,78.0,40.0,6.7,MU,08-18-2020
bezhanitsy,56.98,29.89,47.31800000000008,82.0,100.0,0.93,RU,08-18-2020
saint anthony,45.02,-93.22,71.6,46.0,1.0,3.1,US,08-18-2020
ostrovnoy,68.05,39.51,40.92800000000007,88.0,3.0,4.95,RU,08-18-2020
leningradskiy,69.38,178.42,45.788000000000046,58.0,83.0,2.12,RU,08-18-2020
las palmas,28.42,-14.01,73.4,73.0,3.0,5.1,ES,08-18-2020
sobolevo,54.43,31.9,56.408,94.0,0.0,2.15,RU,08-18-2020
khonsa,27.02,95.57,70.97000000000006,96.0,100.0,0.44,IN,08-18-2020
boguchany,58.38,97.45,64.65200000000007,48.0,0.0,2.61,RU,08-18-2020
teya,60.38,92.63,64.45400000000005,45.0,78.0,1.69,RU,08-18-2020
svobodnyy,51.4,128.13,58.73000000000004,89.0,97.0,7.1,RU,08-18-2020
gediz,39.04,29.41,62.11400000000003,60.0,0.0,2.48,TR,08-18-2020
cockburn town,21.46,-71.14,83.49800000000002,82.0,4.0,4.88,TC,08-18-2020
aulla,44.21,9.97,71.00600000000003,83.0,87.0,1.79,IT,08-18-2020
toora-khem,52.47,96.11,65.192,64.0,95.0,1.08,RU,08-18-2020
muli,2.92,73.57,82.92200000000004,66.0,78.0,0.55,MV,08-18-2020
puerto leguizamo,-0.19,-74.78,72.19400000000007,97.0,100.0,1.97,CO,08-18-2020
san felipe,10.34,-68.74,74.10200000000007,92.0,100.0,1.03,VE,08-18-2020
thaton,16.92,97.37,77.43200000000002,89.0,100.0,1.81,MM,08-18-2020
lima,-12.04,-77.03,60.8,82.0,90.0,6.2,PE,08-18-2020
hami,42.8,93.45,83.408,14.0,0.0,5.92,CN,08-18-2020
coolum beach,-26.53,153.1,73.99400000000007,40.0,0.0,0.89,AU,08-18-2020
cherskiy,68.75,161.3,45.266000000000005,81.0,100.0,6.65,RU,08-18-2020
victoria,22.29,114.16,84.00200000000008,74.0,64.0,2.68,HK,08-18-2020
erzin,36.96,36.2,75.00200000000008,92.0,0.0,1.04,TR,08-18-2020
havre-saint-pierre,50.23,-63.6,60.8,93.0,40.0,1.5,CA,08-18-2020
naron,43.52,-8.15,69.00800000000001,82.0,100.0,3.13,ES,08-18-2020
pavlovka,52.69,47.14,45.57200000000004,79.0,0.0,3.42,RU,08-18-2020
longyearbyen,78.22,15.64,46.4,75.0,75.0,5.1,SJ,08-18-2020
ponta do sol,32.67,-17.1,73.4,73.0,20.0,4.1,PT,08-18-2020
samandag,36.08,35.98,78.8,74.0,1.0,5.1,TR,08-18-2020
sterling,39.01,-77.43,71.99600000000005,88.0,20.0,3.1,US,08-18-2020
anaco,9.44,-64.47,74.57000000000006,93.0,100.0,0.9,VE,08-18-2020
castro,-24.79,-50.01,59.55800000000001,96.0,99.0,2.36,BR,08-18-2020
san cristobal,7.77,-72.22,67.71200000000006,87.0,98.0,0.94,VE,08-18-2020
shirone,37.77,139.02,86.0,78.0,40.0,3.1,JP,08-18-2020
barinas,8.62,-70.21,75.63200000000002,91.0,98.0,0.88,VE,08-18-2020
hadejia,12.45,10.04,79.89800000000002,71.0,100.0,3.98,NG,08-18-2020
mussomeli,37.58,13.75,71.99600000000005,81.0,0.0,2.36,IT,08-18-2020
gubkinskiy,64.43,76.5,57.07400000000001,77.0,100.0,6.07,RU,08-18-2020
kuryk,43.2,51.65,67.24400000000007,60.0,0.0,1.99,KZ,08-18-2020
lata,40.16,-8.33,71.00600000000003,92.0,100.0,0.87,PT,08-18-2020
broome,42.25,-75.83,68.0,68.0,20.0,2.6,US,08-18-2020
luderitz,-26.65,15.16,53.69000000000002,73.0,3.0,6.18,NA,08-18-2020
ullapool,57.9,-5.16,57.992,86.0,59.0,3.13,GB,08-18-2020
flinders,-34.58,150.86,69.00800000000001,51.0,0.0,4.47,AU,08-18-2020
torbay,47.67,-52.73,64.99400000000007,67.0,90.0,5.1,CA,08-18-2020
maun,-19.98,23.42,57.2,47.0,0.0,1.5,BW,08-18-2020
caravelas,-17.71,-39.25,71.87000000000006,86.0,0.0,2.69,BR,08-18-2020
churachandpur,24.33,93.67,73.4,100.0,75.0,0.53,IN,08-18-2020
sabang,5.89,95.32,82.77800000000006,74.0,0.0,4.83,ID,08-18-2020
faanui,-16.48,-151.75,78.62000000000006,73.0,10.0,5.31,PF,08-18-2020
korla,41.76,86.15,83.35400000000006,17.0,0.0,3.13,CN,08-18-2020
sorland,67.67,12.69,50.81000000000008,76.0,100.0,3.22,NO,08-18-2020
arnoldstein,46.55,13.71,60.998000000000026,96.0,98.0,0.89,AT,08-18-2020
puerto quijarro,-17.78,-57.77,76.26200000000006,76.0,11.0,1.64,BO,08-18-2020
aykhal,66.0,111.5,64.4,31.0,37.0,2.0,RU,08-18-2020
gornopravdinsk,60.05,69.9,55.508,94.0,71.0,3.28,RU,08-18-2020
chokurdakh,70.63,147.92,43.070000000000064,80.0,100.0,4.64,RU,08-18-2020
raudeberg,61.99,5.14,62.00600000000003,90.0,0.0,0.52,NO,08-18-2020
biltine,14.53,20.92,81.21200000000006,67.0,99.0,3.08,TD,08-18-2020
chernyshevskiy,63.01,112.47,65.408,40.0,0.0,1.56,RU,08-18-2020
conceicao do araguaia,-8.26,-49.26,79.44800000000002,29.0,0.0,1.13,BR,08-18-2020
salinas,36.68,-121.66,73.4,60.0,1.0,6.2,US,08-18-2020
kalang,5.92,121.36,82.67000000000006,71.0,64.0,2.15,PH,08-18-2020
los corrales de buelna,43.26,-4.07,66.00200000000008,85.0,100.0,1.34,ES,08-18-2020
dicabisagan,17.08,122.42,85.74800000000002,66.0,99.0,1.34,PH,08-18-2020
awjilah,29.11,21.29,77.81000000000009,50.0,0.0,3.8,LY,08-18-2020
easley,34.83,-82.6,75.2,94.0,75.0,2.6,US,08-18-2020
san joaquin,10.26,-67.79,74.24600000000005,88.0,100.0,2.36,VE,08-18-2020
dongying,37.46,118.49,93.092,56.0,0.0,3.96,CN,08-18-2020
oussouye,12.48,-16.55,78.8,100.0,75.0,2.1,SN,08-18-2020
tiksi,71.69,128.87,45.104000000000056,92.0,100.0,1.86,RU,08-18-2020
rantepao,-2.97,119.9,79.142,43.0,6.0,1.57,ID,08-18-2020
port pirie,-33.18,138.02,60.8,55.0,90.0,8.7,AU,08-18-2020
coari,-4.08,-63.14,80.29400000000007,59.0,49.0,1.07,BR,08-18-2020
birnin kebbi,12.45,4.2,78.89000000000001,79.0,16.0,4.01,NG,08-18-2020
kilemary,56.78,46.87,43.412000000000056,86.0,0.0,3.2,RU,08-18-2020
haines junction,60.75,-137.51,55.38200000000002,70.0,56.0,1.73,CA,08-18-2020
hasaki,35.73,140.83,91.00400000000005,62.0,75.0,6.2,JP,08-18-2020
nome,64.5,-165.41,69.00800000000001,52.0,1.0,7.2,US,08-18-2020
huarmey,-10.07,-78.15,59.27000000000006,85.0,13.0,3.69,PE,08-18-2020
champerico,14.3,-91.92,80.54600000000005,83.0,100.0,3.03,GT,08-18-2020
russell,32.35,-85.2,82.4,88.0,1.0,1.94,US,08-18-2020
houma,29.6,-90.72,82.99400000000007,88.0,1.0,1.73,US,08-18-2020
derzhavinsk,51.1,66.32,56.768000000000086,71.0,84.0,6.36,KZ,08-18-2020
charters towers,-20.1,146.27,78.566,18.0,0.0,3.29,AU,08-18-2020
kandila,38.7,20.93,73.4,94.0,20.0,0.91,GR,08-18-2020
pacific grove,36.62,-121.92,73.4,56.0,1.0,3.6,US,08-18-2020
tutoia,-2.76,-42.27,79.64600000000004,76.0,0.0,6.19,BR,08-18-2020
aracuai,-16.85,-42.07,71.42000000000006,74.0,0.0,1.51,BR,08-18-2020
boueni,-12.9,45.08,73.4,88.0,0.0,3.6,YT,08-18-2020
bontang,0.13,117.5,82.5260000000001,77.0,85.0,2.9,ID,08-18-2020
yablochnyy,47.17,142.07,62.6,82.0,75.0,3.0,RU,08-18-2020
bilibino,68.05,166.44,38.87600000000009,87.0,100.0,4.17,RU,08-18-2020
sao jose da coroa grande,-8.9,-35.15,74.08399999999999,83.0,47.0,4.88,BR,08-18-2020
